CREATED_TIMESTAMP,METRIC_VALUE_FLOAT
15-JUN-19 11.20.00 AM,1.55
15-JUN-19 11.30.00 AM,1.35
15-JUN-19 11.35.00 AM,1.66
15-JUN-19 11.45.00 AM,1.55
15-JUN-19 11.50.00 AM,1.58
15-JUN-19 12.00.00 PM,1.33
15-JUN-19 10.30.00 AM,1.48
15-JUN-19 10.35.00 AM,1.88
15-JUN-19 10.45.00 AM,1.59
15-JUN-19 10.50.00 AM,1.55
15-JUN-19 10.55.00 AM,1.48
15-JUN-19 11.00.00 AM,1.81
15-JUN-19 11.05.00 AM,1.67
15-JUN-19 10.15.00 AM,1.81
15-JUN-19 10.20.00 AM,1.96
15-JUN-19 10.25.00 AM,2.16
15-JUN-19 09.30.00 AM,1.69
15-JUN-19 09.35.00 AM,1.7
15-JUN-19 09.40.00 AM,1.86
15-JUN-19 09.45.00 AM,1.53
15-JUN-19 09.50.00 AM,1.72
15-JUN-19 10.00.00 AM,1.81
15-JUN-19 10.05.00 AM,2.28
15-JUN-19 09.15.00 AM,1.41
15-JUN-19 09.20.00 AM,1.64
15-JUN-19 08.35.00 AM,1.72
15-JUN-19 08.40.00 AM,1.38
15-JUN-19 08.45.00 AM,1.55
15-JUN-19 08.50.00 AM,1.38
15-JUN-19 08.55.00 AM,1.51
15-JUN-19 09.00.00 AM,1.57
15-JUN-19 09.05.00 AM,1.64
15-JUN-19 07.50.00 AM,1.69
15-JUN-19 08.00.00 AM,1.37
15-JUN-19 08.05.00 AM,1.44
15-JUN-19 08.10.00 AM,1.38
15-JUN-19 08.15.00 AM,1.25
15-JUN-19 08.20.00 AM,1.21
15-JUN-19 08.25.00 AM,1.11
15-JUN-19 08.30.00 AM,1.32
15-JUN-19 07.15.00 AM,1.28
15-JUN-19 07.20.00 AM,1.28
15-JUN-19 07.25.00 AM,1.67
15-JUN-19 07.30.00 AM,1.56
15-JUN-19 07.35.00 AM,1.48
15-JUN-19 07.40.00 AM,1.73
15-JUN-19 07.45.00 AM,1.32
15-JUN-19 06.30.00 AM,0.53
15-JUN-19 06.35.00 AM,0.5
15-JUN-19 06.45.00 AM,0.68
15-JUN-19 06.50.00 AM,0.66
15-JUN-19 07.00.00 AM,0.65
15-JUN-19 07.05.00 AM,1.09
15-JUN-19 05.45.00 AM,0.44
15-JUN-19 05.50.00 AM,0.41
15-JUN-19 06.00.00 AM,0.51
15-JUN-19 06.05.00 AM,0.77
15-JUN-19 06.15.00 AM,0.62
15-JUN-19 06.20.00 AM,0.65
15-JUN-19 06.25.00 AM,0.63
15-JUN-19 05.00.00 AM,0.46
15-JUN-19 05.05.00 AM,0.57
15-JUN-19 05.15.00 AM,0.46
15-JUN-19 05.20.00 AM,0.42
15-JUN-19 05.25.00 AM,0.41
15-JUN-19 05.30.00 AM,0.42
15-JUN-19 05.35.00 AM,0.41
15-JUN-19 04.10.00 AM,0.64
15-JUN-19 04.15.00 AM,0.43
15-JUN-19 04.20.00 AM,0.36
15-JUN-19 04.30.00 AM,0.33
15-JUN-19 04.35.00 AM,0.43
15-JUN-19 04.45.00 AM,0.3
15-JUN-19 04.50.00 AM,0.35
15-JUN-19 03.30.00 AM,0.52
15-JUN-19 03.35.00 AM,0.52
15-JUN-19 03.45.00 AM,0.47
15-JUN-19 03.50.00 AM,0.5
15-JUN-19 03.55.00 AM,0.48
15-JUN-19 04.00.00 AM,0.54
15-JUN-19 04.05.00 AM,0.72
15-JUN-19 02.45.00 AM,0.75
15-JUN-19 02.50.00 AM,0.67
15-JUN-19 03.00.00 AM,0.7
15-JUN-19 03.05.00 AM,0.84
15-JUN-19 03.15.00 AM,0.66
15-JUN-19 03.20.00 AM,0.59
15-JUN-19 01.55.00 AM,0.62
15-JUN-19 02.00.00 AM,0.8
15-JUN-19 02.05.00 AM,1.04
15-JUN-19 02.20.00 AM,0.86
15-JUN-19 02.25.00 AM,0.82
15-JUN-19 02.30.00 AM,0.68
15-JUN-19 02.35.00 AM,0.68
15-JUN-19 02.40.00 AM,0.8
15-JUN-19 01.25.00 AM,0.87
15-JUN-19 01.30.00 AM,0.74
15-JUN-19 01.35.00 AM,0.99
15-JUN-19 01.40.00 AM,0.87
15-JUN-19 01.45.00 AM,0.88
15-JUN-19 01.50.00 AM,0.76
15-JUN-19 01.15.00 AM,0.99
15-JUN-19 01.20.00 AM,0.95
15-JUN-19 12.50.00 AM,0.83
15-JUN-19 12.55.00 AM,0.94
15-JUN-19 01.00.00 AM,1.04
15-JUN-19 01.05.00 AM,1
15-JUN-19 01.10.00 AM,1.04
15-JUN-19 12.00.00 AM,1.47
15-JUN-19 12.05.00 AM,1.57
15-JUN-19 12.15.00 AM,1.36
15-JUN-19 12.20.00 AM,1.19
15-JUN-19 12.30.00 AM,1.02
15-JUN-19 12.35.00 AM,0.99
15-JUN-19 12.45.00 AM,0.86
16-JUN-19 11.20.00 PM,1.29
16-JUN-19 11.30.00 PM,1.2
16-JUN-19 11.35.00 PM,1.08
16-JUN-19 11.45.00 PM,1.32
16-JUN-19 11.50.00 PM,1.32
16-JUN-19 11.55.00 PM,0.95
16-JUN-19 11.15.00 PM,1.41
16-JUN-19 10.35.00 PM,1.86
16-JUN-19 10.45.00 PM,1.9
16-JUN-19 10.50.00 PM,1.56
16-JUN-19 11.00.00 PM,1.49
16-JUN-19 11.05.00 PM,1.92
16-JUN-19 11.10.00 PM,1.37
16-JUN-19 10.00.00 PM,1.51
16-JUN-19 10.05.00 PM,1.56
16-JUN-19 10.10.00 PM,1.48
16-JUN-19 10.15.00 PM,1.42
16-JUN-19 10.20.00 PM,2.12
16-JUN-19 10.25.00 PM,2.03
16-JUN-19 10.30.00 PM,1.78
16-JUN-19 09.50.00 PM,1.97
16-JUN-19 09.55.00 PM,1.88
16-JUN-19 09.35.00 PM,1.67
16-JUN-19 09.45.00 PM,1.63
16-JUN-19 09.05.00 PM,1.95
16-JUN-19 09.10.00 PM,1.87
16-JUN-19 09.15.00 PM,1.85
16-JUN-19 09.20.00 PM,1.86
16-JUN-19 09.25.00 PM,1.73
16-JUN-19 09.30.00 PM,1.56
16-JUN-19 08.45.00 PM,2.24
16-JUN-19 08.50.00 PM,1.86
16-JUN-19 09.00.00 PM,1.66
16-JUN-19 08.05.00 PM,1.87
16-JUN-19 08.15.00 PM,2.57
16-JUN-19 08.20.00 PM,2.23
16-JUN-19 08.25.00 PM,2.4
16-JUN-19 08.30.00 PM,2.29
16-JUN-19 08.35.00 PM,2.13
16-JUN-19 08.00.00 PM,1.93
16-JUN-19 07.15.00 PM,2.45
16-JUN-19 07.20.00 PM,1.83
16-JUN-19 07.30.00 PM,1.86
16-JUN-19 07.35.00 PM,2.16
16-JUN-19 07.45.00 PM,1.99
16-JUN-19 07.50.00 PM,1.86
16-JUN-19 07.00.00 PM,2.21
16-JUN-19 07.05.00 PM,2.28
16-JUN-19 06.40.00 PM,2.08
16-JUN-19 06.45.00 PM,2.28
16-JUN-19 06.50.00 PM,2.05
16-JUN-19 06.30.00 PM,2.02
16-JUN-19 06.35.00 PM,2.19
16-JUN-19 06.00.00 PM,2.14
16-JUN-19 06.05.00 PM,2.39
16-JUN-19 06.10.00 PM,2.56
16-JUN-19 06.15.00 PM,2.54
16-JUN-19 06.20.00 PM,1.82
16-JUN-19 06.25.00 PM,1.97
16-JUN-19 05.15.00 PM,2.15
16-JUN-19 05.20.00 PM,2.19
16-JUN-19 05.25.00 PM,1.95
16-JUN-19 05.30.00 PM,1.86
16-JUN-19 05.35.00 PM,1.99
16-JUN-19 05.45.00 PM,1.84
16-JUN-19 05.50.00 PM,2.21
16-JUN-19 04.30.00 PM,2.54
16-JUN-19 04.35.00 PM,2.23
16-JUN-19 04.40.00 PM,2.38
16-JUN-19 04.45.00 PM,2.18
16-JUN-19 04.50.00 PM,2.19
16-JUN-19 05.00.00 PM,2.37
16-JUN-19 05.05.00 PM,2.7
16-JUN-19 03.45.00 PM,1.65
16-JUN-19 03.50.00 PM,1.68
16-JUN-19 04.00.00 PM,1.79
16-JUN-19 04.05.00 PM,2.16
16-JUN-19 04.15.00 PM,2.4
16-JUN-19 04.20.00 PM,2.43
16-JUN-19 02.50.00 PM,1.58
16-JUN-19 03.00.00 PM,1.54
16-JUN-19 03.05.00 PM,1.8
16-JUN-19 03.15.00 PM,1.82
16-JUN-19 03.20.00 PM,1.99
16-JUN-19 03.30.00 PM,1.64
16-JUN-19 03.35.00 PM,1.68
16-JUN-19 02.15.00 PM,2.87
16-JUN-19 02.20.00 PM,2.67
16-JUN-19 02.25.00 PM,2.13
16-JUN-19 02.30.00 PM,2.07
16-JUN-19 02.35.00 PM,1.95
16-JUN-19 02.45.00 PM,1.51
16-JUN-19 02.10.00 PM,2.99
16-JUN-19 01.40.00 PM,2.12
16-JUN-19 01.45.00 PM,2.53
16-JUN-19 01.50.00 PM,2.11
16-JUN-19 02.00.00 PM,2.78
16-JUN-19 02.05.00 PM,3
16-JUN-19 01.30.00 PM,2.13
16-JUN-19 01.35.00 PM,1.98
16-JUN-19 01.25.00 PM,2.62
16-JUN-19 01.15.00 PM,2.7
16-JUN-19 01.20.00 PM,2.76
16-JUN-19 01.10.00 PM,2.86
16-JUN-19 12.30.00 PM,2.47
16-JUN-19 12.35.00 PM,2.54
16-JUN-19 12.45.00 PM,2.71
16-JUN-19 12.50.00 PM,2.84
16-JUN-19 01.00.00 PM,2.84
16-JUN-19 01.05.00 PM,2.82
16-JUN-19 12.25.00 PM,2.52
16-JUN-19 12.20.00 PM,2.18
16-JUN-19 11.35.00 AM,2.58
16-JUN-19 11.40.00 AM,2.28
16-JUN-19 11.45.00 AM,2.9
16-JUN-19 11.50.00 AM,3.02
16-JUN-19 12.00.00 PM,2.91
16-JUN-19 12.05.00 PM,3.23
16-JUN-19 12.15.00 PM,2.3
16-JUN-19 11.30.00 AM,2.86
16-JUN-19 11.25.00 AM,2.21
16-JUN-19 11.15.00 AM,2.43
16-JUN-19 11.20.00 AM,2.37
16-JUN-19 10.35.00 AM,2.02
16-JUN-19 10.45.00 AM,2.19
16-JUN-19 10.50.00 AM,2.31
16-JUN-19 10.55.00 AM,2.57
16-JUN-19 11.00.00 AM,2.42
16-JUN-19 11.05.00 AM,2.58
16-JUN-19 11.10.00 AM,2.47
16-JUN-19 09.55.00 AM,1.75
16-JUN-19 10.00.00 AM,1.82
16-JUN-19 10.05.00 AM,1.7
16-JUN-19 10.15.00 AM,1.52
16-JUN-19 10.20.00 AM,1.33
16-JUN-19 10.25.00 AM,1.74
16-JUN-19 10.30.00 AM,2.14
16-JUN-19 09.20.00 AM,1.14
16-JUN-19 09.25.00 AM,1.26
16-JUN-19 09.30.00 AM,1.29
16-JUN-19 09.35.00 AM,1.5
16-JUN-19 09.40.00 AM,1.34
16-JUN-19 09.45.00 AM,1.47
16-JUN-19 09.50.00 AM,2.05
16-JUN-19 08.40.00 AM,0.91
16-JUN-19 08.45.00 AM,1.13
16-JUN-19 08.50.00 AM,1.25
16-JUN-19 09.00.00 AM,1.24
16-JUN-19 09.05.00 AM,1.35
16-JUN-19 09.10.00 AM,1.35
16-JUN-19 09.15.00 AM,1.14
16-JUN-19 08.00.00 AM,1.07
16-JUN-19 08.05.00 AM,1.34
16-JUN-19 08.15.00 AM,1.03
16-JUN-19 08.20.00 AM,0.99
16-JUN-19 08.25.00 AM,0.94
16-JUN-19 08.30.00 AM,0.96
16-JUN-19 08.35.00 AM,1.04
16-JUN-19 07.15.00 AM,0.84
16-JUN-19 07.20.00 AM,0.7
16-JUN-19 07.25.00 AM,0.72
16-JUN-19 07.30.00 AM,0.78
16-JUN-19 07.35.00 AM,0.73
16-JUN-19 07.40.00 AM,0.82
16-JUN-19 07.45.00 AM,0.81
16-JUN-19 07.50.00 AM,0.77
16-JUN-19 06.35.00 AM,0.69
16-JUN-19 06.40.00 AM,0.73
16-JUN-19 06.45.00 AM,0.71
16-JUN-19 06.50.00 AM,0.78
16-JUN-19 07.00.00 AM,0.88
16-JUN-19 07.05.00 AM,0.99
16-JUN-19 07.10.00 AM,0.97
16-JUN-19 05.50.00 AM,0.51
16-JUN-19 06.00.00 AM,0.59
16-JUN-19 06.05.00 AM,0.82
16-JUN-19 06.15.00 AM,0.7
16-JUN-19 06.20.00 AM,0.64
16-JUN-19 06.25.00 AM,0.67
16-JUN-19 06.30.00 AM,0.69
16-JUN-19 05.15.00 AM,0.8
16-JUN-19 05.20.00 AM,0.63
16-JUN-19 05.30.00 AM,0.48
16-JUN-19 05.35.00 AM,0.48
16-JUN-19 05.40.00 AM,0.45
16-JUN-19 05.45.00 AM,0.5
16-JUN-19 04.30.00 AM,0.77
16-JUN-19 04.35.00 AM,0.71
16-JUN-19 04.40.00 AM,0.73
16-JUN-19 04.45.00 AM,0.63
16-JUN-19 04.50.00 AM,0.82
16-JUN-19 05.00.00 AM,0.63
16-JUN-19 05.05.00 AM,0.77
16-JUN-19 05.10.00 AM,0.77
16-JUN-19 03.45.00 AM,0.67
16-JUN-19 03.50.00 AM,0.65
16-JUN-19 04.00.00 AM,0.67
16-JUN-19 04.05.00 AM,0.85
16-JUN-19 04.15.00 AM,0.72
16-JUN-19 04.20.00 AM,0.82
16-JUN-19 03.00.00 AM,0.8
16-JUN-19 03.05.00 AM,1.01
16-JUN-19 03.15.00 AM,0.95
16-JUN-19 03.20.00 AM,0.82
16-JUN-19 03.25.00 AM,0.79
16-JUN-19 03.30.00 AM,0.72
16-JUN-19 03.35.00 AM,0.71
16-JUN-19 02.10.00 AM,1.2
16-JUN-19 02.20.00 AM,1.28
16-JUN-19 02.30.00 AM,1.01
16-JUN-19 02.35.00 AM,0.84
16-JUN-19 02.40.00 AM,0.9
16-JUN-19 02.45.00 AM,0.72
16-JUN-19 02.50.00 AM,0.71
16-JUN-19 01.25.00 AM,0.82
16-JUN-19 01.30.00 AM,0.99
16-JUN-19 01.35.00 AM,1.12
16-JUN-19 01.45.00 AM,1.07
16-JUN-19 01.50.00 AM,1.07
16-JUN-19 02.00.00 AM,1.16
16-JUN-19 02.05.00 AM,1.15
16-JUN-19 12.45.00 AM,1.03
16-JUN-19 12.50.00 AM,0.76
16-JUN-19 01.00.00 AM,0.93
16-JUN-19 01.05.00 AM,1.05
16-JUN-19 01.10.00 AM,1.04
16-JUN-19 01.15.00 AM,0.97
16-JUN-19 01.20.00 AM,0.8
16-JUN-19 12.05.00 AM,1.64
16-JUN-19 12.15.00 AM,1.38
16-JUN-19 12.20.00 AM,1.07
16-JUN-19 12.25.00 AM,1.18
16-JUN-19 12.30.00 AM,1.1
16-JUN-19 12.35.00 AM,1.2
16-JUN-19 12.40.00 AM,1.05
17-JUN-19 11.55.00 PM,1.06
17-JUN-19 11.45.00 PM,1.36
17-JUN-19 11.50.00 PM,1.4
17-JUN-19 11.15.00 PM,1.51
17-JUN-19 11.20.00 PM,1.99
17-JUN-19 11.25.00 PM,1.35
17-JUN-19 11.30.00 PM,1.27
17-JUN-19 11.35.00 PM,1.54
17-JUN-19 10.30.00 PM,1.85
17-JUN-19 10.35.00 PM,2.15
17-JUN-19 10.45.00 PM,2.58
17-JUN-19 10.50.00 PM,2.31
17-JUN-19 11.00.00 PM,2.52
17-JUN-19 11.05.00 PM,2.28
17-JUN-19 09.45.00 PM,2.34
17-JUN-19 09.50.00 PM,2.58
17-JUN-19 10.00.00 PM,2.47
17-JUN-19 10.05.00 PM,2.59
17-JUN-19 10.15.00 PM,1.87
17-JUN-19 10.20.00 PM,2.59
17-JUN-19 10.25.00 PM,2.41
17-JUN-19 09.05.00 PM,2.44
17-JUN-19 09.15.00 PM,2.33
17-JUN-19 09.20.00 PM,2.5
17-JUN-19 09.25.00 PM,2.48
17-JUN-19 09.30.00 PM,2.41
17-JUN-19 09.35.00 PM,2.96
17-JUN-19 08.30.00 PM,2.4
17-JUN-19 08.35.00 PM,2.34
17-JUN-19 08.40.00 PM,2.12
17-JUN-19 08.45.00 PM,2.09
17-JUN-19 08.50.00 PM,2.31
17-JUN-19 08.55.00 PM,1.9
17-JUN-19 09.00.00 PM,2.24
17-JUN-19 07.35.00 PM,1.83
17-JUN-19 07.45.00 PM,1.66
17-JUN-19 07.50.00 PM,1.82
17-JUN-19 08.00.00 PM,2.04
17-JUN-19 08.05.00 PM,2.2
17-JUN-19 08.15.00 PM,3.97
17-JUN-19 08.20.00 PM,3.24
17-JUN-19 07.00.00 PM,1.57
17-JUN-19 07.05.00 PM,1.71
17-JUN-19 07.05.00 PM,1.71
17-JUN-19 07.15.00 PM,2.15
17-JUN-19 07.20.00 PM,1.52
17-JUN-19 07.25.00 PM,1.81
17-JUN-19 07.30.00 PM,1.82
17-JUN-19 06.25.00 PM,1.76
17-JUN-19 06.30.00 PM,1.84
17-JUN-19 06.35.00 PM,1.67
17-JUN-19 06.40.00 PM,1.68
17-JUN-19 06.45.00 PM,1.45
17-JUN-19 06.50.00 PM,1.77
17-JUN-19 05.35.00 PM,1.75
17-JUN-19 05.45.00 PM,1.57
17-JUN-19 05.50.00 PM,1.71
17-JUN-19 06.00.00 PM,1.73
17-JUN-19 06.05.00 PM,1.69
17-JUN-19 06.15.00 PM,1.31
17-JUN-19 06.20.00 PM,1.37
17-JUN-19 04.50.00 PM,2.02
17-JUN-19 05.00.00 PM,1.93
17-JUN-19 05.05.00 PM,2.03
17-JUN-19 05.15.00 PM,2.53
17-JUN-19 05.20.00 PM,2.08
17-JUN-19 05.30.00 PM,1.76
17-JUN-19 04.45.00 PM,2.07
17-JUN-19 04.35.00 PM,1.69
17-JUN-19 04.30.00 PM,1.67
17-JUN-19 04.25.00 PM,1.61
17-JUN-19 04.20.00 PM,1.7
17-JUN-19 04.15.00 PM,1.65
17-JUN-19 04.10.00 PM,1.74
17-JUN-19 04.05.00 PM,1.67
17-JUN-19 04.00.00 PM,1.38
17-JUN-19 03.15.00 PM,1.74
17-JUN-19 03.20.00 PM,1.52
17-JUN-19 03.30.00 PM,1.32
17-JUN-19 03.35.00 PM,1.44
17-JUN-19 03.45.00 PM,1.59
17-JUN-19 03.50.00 PM,1.41
17-JUN-19 03.55.00 PM,1.58
17-JUN-19 02.35.00 PM,1.08
17-JUN-19 02.40.00 PM,1.23
17-JUN-19 02.45.00 PM,0.98
17-JUN-19 02.50.00 PM,1.3
17-JUN-19 03.00.00 PM,1.62
17-JUN-19 03.05.00 PM,1.64
17-JUN-19 03.10.00 PM,1.71
17-JUN-19 02.30.00 PM,1.19
17-JUN-19 02.25.00 PM,1.17
17-JUN-19 02.20.00 PM,1.02
17-JUN-19 02.15.00 PM,1.13
17-JUN-19 02.05.00 PM,1.25
17-JUN-19 02.10.00 PM,1.37
17-JUN-19 01.50.00 PM,1.43
17-JUN-19 02.00.00 PM,1.3
17-JUN-19 01.35.00 PM,1.3
17-JUN-19 01.45.00 PM,1.1
17-JUN-19 01.20.00 PM,1.44
17-JUN-19 01.30.00 PM,1.18
17-JUN-19 01.15.00 PM,1.59
17-JUN-19 01.05.00 PM,1.64
17-JUN-19 01.10.00 PM,1.65
17-JUN-19 12.45.00 PM,1.55
17-JUN-19 12.50.00 PM,1.54
17-JUN-19 01.00.00 PM,1.69
17-JUN-19 12.20.00 PM,1.32
17-JUN-19 12.25.00 PM,1.3
17-JUN-19 12.30.00 PM,1.7
17-JUN-19 12.35.00 PM,1.46
17-JUN-19 12.40.00 PM,1.65
17-JUN-19 12.05.00 PM,1.87
17-JUN-19 12.10.00 PM,1.76
17-JUN-19 12.15.00 PM,1.47
17-JUN-19 11.50.00 AM,1.66
17-JUN-19 11.55.00 AM,1.73
17-JUN-19 12.00.00 PM,1.68
17-JUN-19 11.20.00 AM,1.26
17-JUN-19 11.25.00 AM,1.13
17-JUN-19 11.30.00 AM,1.41
17-JUN-19 11.35.00 AM,1.32
17-JUN-19 11.40.00 AM,1.69
17-JUN-19 11.45.00 AM,1.53
17-JUN-19 10.40.00 AM,1.12
17-JUN-19 10.45.00 AM,1.37
17-JUN-19 10.50.00 AM,1.18
17-JUN-19 10.55.00 AM,1.18
17-JUN-19 11.00.00 AM,1.37
17-JUN-19 11.05.00 AM,1.62
17-JUN-19 11.10.00 AM,1.45
17-JUN-19 11.15.00 AM,1.23
17-JUN-19 10.05.00 AM,1.52
17-JUN-19 10.10.00 AM,1.66
17-JUN-19 10.15.00 AM,1.55
17-JUN-19 10.20.00 AM,1.53
17-JUN-19 10.25.00 AM,1.39
17-JUN-19 10.30.00 AM,1.08
17-JUN-19 10.35.00 AM,1.12
17-JUN-19 09.25.00 AM,1.44
17-JUN-19 09.30.00 AM,1.32
17-JUN-19 09.35.00 AM,1.52
17-JUN-19 09.45.00 AM,1.18
17-JUN-19 09.50.00 AM,1.03
17-JUN-19 10.00.00 AM,1.77
17-JUN-19 08.45.00 AM,1.27
17-JUN-19 08.50.00 AM,1.32
17-JUN-19 09.00.00 AM,1.51
17-JUN-19 09.05.00 AM,1.6
17-JUN-19 09.15.00 AM,1.44
17-JUN-19 09.20.00 AM,1.36
17-JUN-19 08.00.00 AM,0.93
17-JUN-19 08.05.00 AM,0.99
17-JUN-19 08.15.00 AM,0.83
17-JUN-19 08.20.00 AM,0.98
17-JUN-19 08.25.00 AM,1.1
17-JUN-19 08.30.00 AM,1.01
17-JUN-19 08.35.00 AM,1.18
17-JUN-19 07.15.00 AM,0.72
17-JUN-19 07.20.00 AM,0.54
17-JUN-19 07.25.00 AM,0.71
17-JUN-19 07.30.00 AM,0.73
17-JUN-19 07.35.00 AM,0.75
17-JUN-19 07.45.00 AM,0.65
17-JUN-19 07.50.00 AM,0.82
17-JUN-19 06.35.00 AM,0.25
17-JUN-19 06.40.00 AM,0.27
17-JUN-19 06.45.00 AM,0.27
17-JUN-19 06.50.00 AM,0.26
17-JUN-19 07.00.00 AM,0.5
17-JUN-19 07.05.00 AM,0.65
17-JUN-19 05.55.00 AM,0.18
17-JUN-19 06.00.00 AM,0.31
17-JUN-19 06.05.00 AM,0.47
17-JUN-19 06.15.00 AM,0.37
17-JUN-19 06.20.00 AM,0.26
17-JUN-19 06.25.00 AM,0.24
17-JUN-19 06.30.00 AM,0.35
17-JUN-19 05.15.00 AM,0.31
17-JUN-19 05.20.00 AM,0.15
17-JUN-19 05.25.00 AM,0.52
17-JUN-19 05.30.00 AM,0.15
17-JUN-19 05.35.00 AM,0.18
17-JUN-19 05.45.00 AM,0.16
17-JUN-19 05.50.00 AM,0.17
17-JUN-19 04.30.00 AM,0.22
17-JUN-19 04.35.00 AM,0.18
17-JUN-19 04.40.00 AM,0.18
17-JUN-19 04.45.00 AM,0.16
17-JUN-19 04.50.00 AM,0.3
17-JUN-19 05.00.00 AM,0.19
17-JUN-19 05.05.00 AM,0.41
17-JUN-19 05.10.00 AM,0.39
17-JUN-19 03.50.00 AM,0.36
17-JUN-19 04.00.00 AM,0.42
17-JUN-19 04.05.00 AM,0.61
17-JUN-19 04.15.00 AM,0.24
17-JUN-19 04.20.00 AM,0.35
17-JUN-19 04.25.00 AM,0.21
17-JUN-19 03.00.00 AM,0.36
17-JUN-19 03.05.00 AM,0.56
17-JUN-19 03.15.00 AM,0.33
17-JUN-19 03.20.00 AM,0.39
17-JUN-19 03.30.00 AM,0.27
17-JUN-19 03.35.00 AM,0.26
17-JUN-19 03.45.00 AM,0.21
17-JUN-19 02.25.00 AM,0.37
17-JUN-19 02.30.00 AM,0.3
17-JUN-19 02.35.00 AM,0.37
17-JUN-19 02.40.00 AM,0.34
17-JUN-19 02.45.00 AM,0.35
17-JUN-19 02.50.00 AM,0.34
17-JUN-19 02.55.00 AM,0.4
17-JUN-19 01.35.00 AM,0.44
17-JUN-19 01.40.00 AM,0.54
17-JUN-19 01.45.00 AM,0.42
17-JUN-19 01.50.00 AM,0.35
17-JUN-19 02.00.00 AM,0.52
17-JUN-19 02.05.00 AM,0.69
17-JUN-19 02.20.00 AM,0.4
17-JUN-19 12.50.00 AM,0.64
17-JUN-19 01.00.00 AM,0.55
17-JUN-19 01.05.00 AM,0.72
17-JUN-19 01.10.00 AM,0.68
17-JUN-19 01.15.00 AM,0.57
17-JUN-19 01.20.00 AM,0.42
17-JUN-19 01.30.00 AM,0.4
17-JUN-19 12.45.00 AM,0.86
17-JUN-19 12.35.00 AM,0.7
17-JUN-19 12.30.00 AM,0.76
17-JUN-19 12.25.00 AM,0.79
17-JUN-19 12.15.00 AM,0.78
17-JUN-19 12.20.00 AM,0.74
17-JUN-19 12.05.00 AM,0.93
17-JUN-19 12.10.00 AM,0.99
18-JUN-19 11.50.00 PM,1.26
18-JUN-19 11.55.00 PM,0.91
18-JUN-19 11.45.00 PM,1.08
18-JUN-19 11.35.00 PM,0.93
18-JUN-19 11.40.00 PM,0.94
18-JUN-19 11.30.00 PM,1
18-JUN-19 11.25.00 PM,0.95
18-JUN-19 11.20.00 PM,1.14
18-JUN-19 11.15.00 PM,1.35
18-JUN-19 11.10.00 PM,1.55
18-JUN-19 11.05.00 PM,2.12
18-JUN-19 10.15.00 PM,2.56
18-JUN-19 10.20.00 PM,2.08
18-JUN-19 10.25.00 PM,2.33
18-JUN-19 10.30.00 PM,2.22
18-JUN-19 10.35.00 PM,2.15
18-JUN-19 10.45.00 PM,2.45
18-JUN-19 10.50.00 PM,2.37
18-JUN-19 11.00.00 PM,1.91
18-JUN-19 10.10.00 PM,2.17
18-JUN-19 10.05.00 PM,2.24
18-JUN-19 09.50.00 PM,2.65
18-JUN-19 10.00.00 PM,2.13
18-JUN-19 09.45.00 PM,2.86
18-JUN-19 09.30.00 PM,2.12
18-JUN-19 09.35.00 PM,1.88
18-JUN-19 09.40.00 PM,2.16
18-JUN-19 09.25.00 PM,2.39
18-JUN-19 09.15.00 PM,2.58
18-JUN-19 09.20.00 PM,2.45
18-JUN-19 09.05.00 PM,2.73
18-JUN-19 09.00.00 PM,2.28
18-JUN-19 08.45.00 PM,2.33
18-JUN-19 08.50.00 PM,2.5
18-JUN-19 08.35.00 PM,2.14
18-JUN-19 08.40.00 PM,2.16
18-JUN-19 08.25.00 PM,2.32
18-JUN-19 08.30.00 PM,2.31
18-JUN-19 08.20.00 PM,1.95
18-JUN-19 07.40.00 PM,2.73
18-JUN-19 07.45.00 PM,2.56
18-JUN-19 07.50.00 PM,2.4
18-JUN-19 07.55.00 PM,2.27
18-JUN-19 08.00.00 PM,2.63
18-JUN-19 08.05.00 PM,2.73
18-JUN-19 08.15.00 PM,2.12
18-JUN-19 07.30.00 PM,2.57
18-JUN-19 07.35.00 PM,2.78
18-JUN-19 06.45.00 PM,1.69
18-JUN-19 06.50.00 PM,1.75
18-JUN-19 07.00.00 PM,1.63
18-JUN-19 07.05.00 PM,1.95
18-JUN-19 07.15.00 PM,1.74
18-JUN-19 07.20.00 PM,2.04
18-JUN-19 07.25.00 PM,2.73
18-JUN-19 06.00.00 PM,1.75
18-JUN-19 06.05.00 PM,2.2
18-JUN-19 06.15.00 PM,2
18-JUN-19 06.20.00 PM,1.86
18-JUN-19 06.30.00 PM,1.8
18-JUN-19 06.35.00 PM,1.51
18-JUN-19 05.20.00 PM,2.1
18-JUN-19 05.30.00 PM,2.2
18-JUN-19 05.35.00 PM,2.12
18-JUN-19 05.40.00 PM,1.99
18-JUN-19 05.45.00 PM,1.77
18-JUN-19 05.50.00 PM,1.68
18-JUN-19 05.55.00 PM,2.12
18-JUN-19 05.15.00 PM,2.77
18-JUN-19 04.30.00 PM,2.32
18-JUN-19 04.35.00 PM,2.52
18-JUN-19 04.45.00 PM,2.94
18-JUN-19 04.50.00 PM,3.47
18-JUN-19 05.00.00 PM,2.71
18-JUN-19 05.05.00 PM,2.91
18-JUN-19 04.25.00 PM,2.22
18-JUN-19 04.20.00 PM,1.97
18-JUN-19 03.45.00 PM,3.05
18-JUN-19 03.50.00 PM,3.23
